,DeviceId,Brand,Model
55454,-1965631616180925471,Lenovo,Q802T
55455,8827146284035687768,Samsung,Galaxy A7
55456,7701497210037122643,Xiaomi,MI 2
55457,-1821094060435928988,OPPO,R3
55458,2906797447581388126,Huawei,荣耀6 Plus
55459,2190312635800386417,Meizu,MX4 Pro
55460,-8468781546500343986,Samsung,Galaxy A7
55461,8461269719326860786,Samsung,Galaxy Note 3 Lite
55462,-5325740168849387739,Huawei,荣耀3C畅玩版
55463,4243557149384809961,hammer,T1
55464,9110006189610909947,vivo,X5Max+
55465,-7681163276091204363,Xiaomi,红米
55466,6785041653463794639,Xiaomi,红米1S
55467,-3598015399504647144,Samsung,S720
55468,5435973835572872902,Samsung,Galaxy Note
55469,4203040529896786405,OPPO,R821T
55470,7145217049980572679,Xiaomi,V188
55471,-1486350150023974109,Xiaomi,MI 1S
55472,7501344298120802275,Lenovo,memo 5S
55473,-9132600467596064152,Meizu,魅蓝Note 2
55474,6325184615811932336,HTC,M8
55475,743812151963238662,Xiaomi,红米1S
55476,-9101958478622091257,Samsung,Galaxy Grand 2
55477,-7636578396555996889,Huawei,荣耀6
55478,5268909428864136878,Lenovo,Q505T
55479,7868021447680656938,Samsung,Galaxy Note 3
55480,-7481892360605504902,Xiaomi,红米note增强版
55481,-8518167447062043540,Huawei,Ascend P7
55482,3365780311592362364,vivo,Y27
55483,1627918387417052397,Samsung,Galaxy Note 2
55484,9163140131701180911,Samsung,Galaxy Mega 5.8
55485,-3563537475496339870,vivo,Y20T
55486,6911186013057186065,HTC,One
55487,2745633622308580621,OPPO,1107
55488,352684622686207094,Meizu,MX4
55489,3272483813523988069,Xiaomi,红米
55490,8962499633558520967,Hisense,X68T
55491,3628853951194118509,Samsung,Galaxy Note 2
55492,-5904590778237273089,Huawei,荣耀畅玩4X
55493,-7007340376081800562,Samsung,Galaxy Note 3 Lite
55494,-8726733746650241932,Huawei,荣耀畅玩4X
55495,2119195825381255996,Hisense,E50-T
55496,-7462525536883102892,Xiaomi,F103
55497,-6087524457760150090,Xiaomi,MI 2
55498,-4887307671009920979,Xiaomi,红米note增强版
55499,-5935137887650417600,Samsung,Galaxy S6 Edge
55500,3230061051717942386,Samsung,Galaxy S6 Edge
55501,1241303175462669188,Samsung,Galaxy Note
55502,-3784121437863313536,Xiaomi,MI 3
55503,-1923543929826197878,Huawei,G610T
55504,-1055602516328261149,Samsung,A320t
55505,-1290409545601523904,Meizu,魅蓝NOTE
55506,-4229815843211107303,Xiaomi,MI 4
55507,2288109387773821178,Huawei,荣耀6
55508,5992173086577226199,OPPO,R7 Plus
55509,-2718807520455119579,Xiaomi,红米2
55510,8115920724758676904,Meizu,魅蓝2
55511,-399566936432704456,Huawei,B199
55512,-7395395847479623928,Samsung,Galaxy J7
55513,-6745687523491039169,Letv,超级手机1 Pro
55514,2767130949365876180,Quality rice,UIMI3
55515,-6460790812348151466,vivo,X5M
55516,7371950482551664548,HTC,Desire 820
55517,3166907000069636464,Huawei,Ascend P8
55518,-627710749060556991,vivo,X5Max+
55519,2969914599468841903,HTC,One
55520,1026538851849778444,Huawei,荣耀畅玩4C
55521,-4626732514790271414,Meizu,魅蓝
55522,5906817310023447509,Xiaomi,GN810
55523,7034347009043197105,Xiaomi,MI 4
55524,4890287079456010222,Huawei,荣耀畅玩4X
55525,-3923551471103946270,Coolpad,8730L
55526,3049213430391913556,Xiaomi,红米Note2
55527,7269774256524548038,OPPO,R7
55528,4248416107938389827,Huawei,荣耀畅玩4C
55529,-8038657548573574301,Xiaomi,红米
55530,-5806431380439654205,Xiaomi,MI 2S
55531,-7933238977736494036,Meizu,MX3
55532,-1627166236371853609,hammer,T1
55533,7070259971463413364,Xiaomi,MI 3
55534,5108596954493012334,Xiaomi,红米note增强版
55535,-5328111119563142083,OPPO,R7
55536,-5511915640482461492,Samsung,Galaxy Win
55537,-2349620983743559016,Xiaomi,红米note
55538,-439992785381354508,Huawei,荣耀畅玩4X
55539,7138679272269002671,Samsung,Galaxy S3
55540,-6083012132613202378,Xiaomi,MI 2S
55541,-1484367774290093714,Huawei,荣耀畅玩4C
55542,8378098085441819173,Meizu,MX4
55543,1766010975152374817,vivo,Y627
55544,3491530348990118044,Samsung,Galaxy Note 4
55545,-2247300387088939378,HTC,Desire 826
55546,3768021573560228110,Samsung,Galaxy Note 3
55547,4983773728944314816,Samsung,Galaxy Grand Prime
55548,-4869821953858850793,vivo,X3V
55549,7993552102754458665,Xiaomi,红米note增强版
55550,-1623768561885042819,Meizu,MX2
55551,2567215469031853933,Xiaomi,红米Note2
55552,-4347869570244999954,OPPO,N1T
55553,8086301767317471906,Samsung,Galaxy Note 4
55554,4562879201370884683,Samsung,Galaxy S3
55555,7543259271557994687,Meizu,魅蓝
55556,5652363188506613944,vivo,Y13iL
55557,-2985731339362971596,Samsung,Galaxy Note 3
55558,4309260821786153832,vivo,Y27
55559,-125894919720406992,Huawei,P9 Plus
55560,-5629746639008182780,OPPO,R7s
55561,788805003869322872,Samsung,Galaxy S6 Edge
55562,-1881468585763636631,Toru,P2
55563,-6866450684281251991,Huawei,荣耀畅玩4
55564,3912178357351233778,Huawei,Mate 7
55565,-49730763913378432,Samsung,K860i
55566,7954939598345207118,Huawei,麦芒4
55567,-6793761942188191723,vivo,Y22
55568,-3434439284578235902,Xiaomi,MI 4
55569,-9182923830743954408,Samsung,Galaxy S4
55570,2431039013895199048,Xiaomi,小米note
55571,-3311513388406012908,Coolpad,8730L
55572,-6460073436383939453,Nubian,My 布拉格
55573,1835008223917847909,Xiaomi,MI 2S
55574,2062881420210252703,Huawei,Ascend P8
55575,3130674205576623612,Huawei,Y635
55576,534679826403187007,Huawei,G521
55577,8370731300662133847,Samsung,VIBE X
55578,-5423296398985955432,vivo,Y13
55579,-8911142265358572408,Xiaomi,MI 2S
55580,-5222794021859235396,Xiaomi,MI 2
55581,-1196224345051342436,Xiaomi,MI 4
55582,-8633155922791883114,Samsung,Galaxy S2 HD LTE E120S
55583,-8397124562556020307,Samsung,Galaxy S4
55584,4149661225870359759,One plus,Two
55585,9203006693435653275,Nubian,My 布拉格
55586,7878930171640719859,Meizu,魅蓝Note 2
55587,2914869407862634117,Coolpad,大神F1
55588,4076386993597088176,Quality rice,UIMI3
55589,2866282713106559251,Huawei,Ascend P7
55590,-5447490179171773159,Xiaomi,MI 4
55591,5009802930145047177,Coolpad,大神F2
55592,-5004164559067455568,Huawei,荣耀3C畅玩版
55593,-6548744952925095627,Samsung,Galaxy Note 3
55594,6804002205247264248,Xiaomi,红米1S
55595,6180324867540343703,vivo,Xplay
55596,446130619970534260,Huawei,荣耀畅玩5
55597,-8587802170837999452,OPPO,R3
55598,-8006162117603257534,Xiaomi,红米note
55599,5263633571423518966,Huawei,荣耀6 Plus
55600,-5858633406602593936,Huawei,荣耀3C
55601,-5535837334131380794,Xiaomi,小米4C
55602,545930089146566456,Meizu,MX2
55603,-4166486896205975373,Xiaomi,S5.5L
55604,6975761991111937776,Hisense,HS-U978
55605,5216860218899338580,Coolpad,8702
55606,-1076249264371048030,Samsung,A328t
55607,779450388084344805,Huawei,C8818
55608,5654576267443151560,vivo,Xplay
55609,-5615710754997933071,Xiaomi,红米Note2
55610,-6376897528797990188,Samsung,Galaxy A7
55611,8848276625605293818,Meizu,MX5
55612,7361420954804953594,Samsung,Galaxy Note
55613,-8505422163126095487,Coolpad,大神F2
55614,-1594658977998483888,Huawei,Mate 7
55615,-2831902398235305114,Meizu,MX5
55616,3703324842656220211,Coolpad,F2
55617,-1595519057857809306,OPPO,A31
55618,7060580085164741126,Samsung,Galaxy Note 3
55619,-5819432467197307733,Samsung,Galaxy S3
55620,6598385483013908490,OPPO,R831S
55621,-3551995477051377713,Samsung,乐檬K3 Note
55622,-3111235576635749586,Xiaomi,MI 2S
55623,1725179403826926980,Huawei,C8813
55624,-1582037257896578144,OPPO,R7
55625,4923048411429422891,OPPO,Find 7
55626,-3077424023142528287,Letv,超级手机1 Pro
55627,-7548914394898059330,Xiaomi,红米2
55628,1924003890702522260,vivo,X1
55629,-2924146209863670207,Verbal letter,红辣椒Note
55630,-1464620873807717507,Xiaomi,GN700T
55631,-6390728369289352668,Qiku,青春版
55632,-7136979479054219749,Xiaomi,红米1S
55633,2299512991059169384,Xiaomi,红米Note2
55634,-4490534875231549660,Lenovo,U956
55635,-2025328893630044494,Huawei,Y635
55636,6195998701927013095,Xiaomi,MI 3
55637,-1755960671248400420,Xiaomi,MI 3
55638,-5494240626213620725,Nubian,Z9
55639,-8016068294443143928,Meizu,MX5
55640,-2082689060319752256,Xiaomi,MI 2S
55641,-7440761392241930483,Huawei,荣耀7i
55642,-165454755525444537,Huawei,荣耀6
55643,5927310222153068585,Samsung,Galaxy Note 2
55644,-3370195104194678708,Xiaomi,MI 3
55645,920774554353062771,Huawei,U9508
55646,653924070008541758,Xiaomi,F103
55647,6455989937021593253,Huawei,荣耀6
55648,-4234877885885433011,Xiaomi,S5.5L
55649,-4901736426476005509,Coolpad,7295+
55650,-777284190753741033,Meizu,MX5
55651,-850533273782072348,Meizu,魅蓝NOTE
55652,-8890168959160137331,Xiaomi,MI 1S
55653,8484127621185566581,OPPO,R819T
55654,-4480135983108962229,Coolpad,F2
55655,-2886014478326450948,Xiaomi,红米note增强版
55656,1844559902415060491,Huawei,C8818
55657,-3109135336578854167,Meizu,魅蓝NOTE
55658,7712277979488960112,Huawei,G610S
55659,673910376105977023,OPPO,R1C
55660,2830352594912285896,Meizu,MX5
55661,-622000680477939974,Samsung,VIBE X2
55662,9163815543530475793,Huawei,C8813Q
55663,5000818817874111957,Xiaomi,MI 3
55664,7576920973345408798,Lenovo,N986
55665,-8499721570034454282,Samsung,S7568
55666,-2581705408300586025,vivo,X5Pro
55667,-548822360812046251,Xiaomi,红米2
55668,3508922780768659632,Coolpad,大神F1
55669,-8931442512059999208,TCL,P316L
55670,-6959685249106769167,Meizu,魅蓝Note 2
55671,-2385171820220765919,Meizu,MX5
55672,8894945029516484116,vivo,Xperia C
55673,2742268324508101618,Xiaomi,红米2
55674,-287199963452248947,Meizu,MX2
55675,3028687447099536246,Meizu,MX3
55676,-4685482810830080944,Samsung,Galaxy Note 3
55677,133830126067416638,Xiaomi,红米note
55678,-5158626112181413638,Samsung,Galaxy Nexus
55679,-1889033480958016238,Xiaomi,MI 2
55680,-1653759649343716792,Samsung,Galaxy Note 3
55681,-5016553653062151231,Dove,T35
55682,5644491958741422931,Huawei,Mate 7
55683,-8138172751017127085,Samsung,Galaxy S4
55684,5808257568734368956,Huawei,荣耀6
55685,363705233620746096,Huawei,P9 Plus
55686,-809710826847084359,OPPO,R7 Plus
55687,8879580840679311541,HTC,One
55688,5257676014784024024,Meizu,MX5
55689,-2845135410264953522,Coolpad,大神Note
55690,7115263587123296961,Samsung,Galaxy S6 Edge
55691,-5680643500918152856,Huawei,Ascend P8
55692,2003120370772819680,Meizu,魅蓝Note 2
55693,4381249675308133621,vivo,Xplay
55694,-7936334164965419935,Huawei,C8815
55695,-4096944534708633082,Meizu,魅蓝Note 2
55696,8231268301858301910,Huawei,荣耀畅玩4C
55697,-2876036734607908,Huawei,荣耀3C
55698,-3838224846699459133,Huawei,麦芒4
55699,-681555900458555042,Meizu,魅蓝NOTE
55700,-7507287178334014801,Samsung,S720i
55701,-3348672961789167113,Meizu,MX5
55702,-2562481630997482708,Coolpad,8715
55703,875482543789249546,Samsung,Galaxy Trend 3
55704,-6858753302093312265,Samsung,Galaxy Note 2
55705,-5442303265852095491,Samsung,Galaxy Grand 2
55706,-2033804092242122986,Letv,超级手机1
55707,-201267155260360281,Huawei,Ascend P8
55708,-376198981899031029,Samsung,A850+
55709,216561367718999146,Samsung,Galaxy Note 3
55710,-6994294108099349351,Huawei,Ascend P6
55711,-6754745961870946946,Huawei,荣耀畅玩4X
55712,-8222296895119609823,Samsung,Galaxy Grand 2
55713,1358344957099855311,Xiaomi,小米note
55714,1759178146045384850,Samsung,乐檬K3 Note
55715,-5038025352377989359,Meizu,魅蓝NOTE
55716,394085616843122873,Samsung,Galaxy Note 3
55717,8275757291682310550,OPPO,A51
55718,-7421458513249815814,Coolpad,锋尚
55719,-725474691154469381,Samsung,Galaxy Win
55720,-5861114046598051262,Huawei,Ascend P7
55721,2559566146704867260,Huawei,荣耀4A
55722,4112232520748712732,Xiaomi,小米4C
55723,-7964756197758504510,Samsung,A789
55724,7851898259841038766,OPPO,R7
55725,-324979742063777799,vivo,Y19T
55726,-1223895874870598031,vivo,X5Pro
55727,-6810857703724517996,Xiaomi,红米1S
55728,4305337247623297642,Huawei,Mate 7
55729,1927338276166267982,Xiaomi,小米note
55730,-4968154927622705128,Huawei,荣耀6 Plus
55731,1486094276859350375,Xiaomi,红米2A
55732,5125181467011814830,Xiaomi,红米note
55733,8169864933573101478,Meizu,魅蓝Note 2
55734,-6386467066029901198,Huawei,荣耀6
55735,5780884112927126246,Meizu,魅蓝NOTE
55736,-1124436092181622840,Xiaomi,红米2A
55737,-3439580543267824161,Coolpad,大神F2
55738,-7965794254001316814,vivo,X5Pro
55739,-6184714137894601864,HTC,606w
55740,-8403130299077205349,Samsung,A785e
55741,-5260187854710999189,HTC,Desire 816
55742,6119633138699465083,Coolpad,8705
55743,-139630158024539278,hammer,坚果手机
55744,4019394794123478228,OPPO,R827T
55745,1168462696555447585,Xiaomi,MI 3
55746,2782452236848142669,Coolpad,8720L
55747,-5871785598466184249,Xiaomi,红米1S
55748,-5672711529563845346,Huawei,荣耀畅玩4X
55749,7120035030062040037,Xiaomi,MI 4
55750,-3003104221772371613,Coolpad,F2
55751,8490816842193918494,Meizu,MX5
55752,-6999664095932122714,Coolpad,F2
55753,-7306813186448151435,vivo,Y17T
55754,-6548549510046253227,Verbal letter,红辣椒任性版 Plus
55755,-3794621441265859613,Xiaomi,红米1S
55756,-296754492654299929,Coolpad,大神F1
55757,8146113897396254796,Meizu,MX4 Pro
55758,8992576008426036816,Huawei,荣耀6 Plus
55759,2798615262968731354,Xiaomi,MI 4
55760,2384636672126048900,Xiaomi,红米Note2
55761,-8768650484595341785,Samsung,Galaxy S5
55762,-504204293409172041,Meizu,魅蓝Note 2
55763,820565097132969093,vivo,Y23L
55764,6366886543901374846,Huawei,荣耀畅玩4C
55765,-7349143880482294139,Huawei,麦芒3
55766,-8240389148789713079,vivo,Xperia Z
55767,-3101182049944653070,Xiaomi,红米note
55768,-6631588457237583619,Coolpad,锋尚Pro
55769,8616515043782733422,Meizu,MX4
55770,6794756210143385164,vivo,S7I
55771,1514988181865159757,Meizu,魅蓝2
55772,-163718028163236414,HTC,Desire 816
55773,-4530136216827950452,Amagatarai,T91
55774,155221838302164634,Xiaomi,红米Note2
55775,1486922187696568522,Xiaomi,红米note
55776,1869577308086557056,Lenovo,星星1号
55777,-1245001561786111053,Huawei,麦芒4
55778,-4227605742296348619,Samsung,Galaxy A7
55779,-2494568083190040417,Xiaomi,MI 4
55780,-5419804010137300858,Quality rice,R1
55781,-8483567177229750823,Samsung,Galaxy Mega 5.8
55782,3314317412967323284,vivo,X710L
55783,-3735141233348568838,Xiaomi,MI 4
55784,-2453003401094921267,Samsung,Galaxy Note 3 Lite
55785,-2883755997604957132,One plus,Two
55786,4901819865892194498,OPPO,A31
55787,1305107981219544366,Xiaomi,MI 3
55788,-4411535110282463796,Meizu,魅蓝2
55789,922385572912502853,Coolpad,大神F1
55790,-2669883730831003780,OPPO,6607
55791,-6745139927913901691,OPPO,R7 Plus
55792,1128686244868006864,Xiaomi,红米2A
55793,6379073851571000013,OPPO,R7
55794,486319483866404311,Xiaomi,红米note
55795,-6756863783863009972,Meizu,MX4 Pro
55796,-2555621235206554577,vivo,Xperia C
55797,-7325084558324920263,OPPO,R827T
55798,690220434160138921,Xiaomi,红米note
55799,1908216757520879466,Samsung,Galaxy Note 3
55800,-3924202746573116560,Huawei,荣耀7
55801,8087051474883595330,Samsung,Galaxy Note 2
55802,8144335619592788740,Xiaomi,小米4C
55803,7474894259572272931,Meizu,MX3
55804,1955557247564825291,OPPO,R7
55805,3741392140702590504,Hisense,U980
55806,-2229268506044040533,vivo,Y20T
55807,477748727697999212,Huawei,C8817L
55808,3787244838117709742,Xiaomi,红米note
55809,2289137607402699670,Mito,M4
55810,3012101383831426267,Xiaomi,MI One Plus
55811,-7683090799821951262,Samsung,S7568
55812,1656623267596117673,Xiaomi,红米2A
55813,-4374383792374686569,Samsung,Galaxy Note 3
55814,80935662153622052,vivo,Xplay
55815,583157140721431142,Samsung,Galaxy Grand
55816,-781220878778207491,Amagatarai,Touch 3
55817,3102658670853845197,OPPO,R7
55818,-9150058871674889191,OPPO,R7
55819,-4243179653348103144,Huawei,荣耀6
55820,4509752415375444155,Xiaomi,红米Note2
55821,748495179542223645,Xiaomi,E8
55822,9186249769346227532,Huawei,Mate 7
55823,8475478969474470460,OPPO,A51kc
55824,7442750804443723879,Huawei,荣耀6
55825,-4679452109516081595,Meizu,魅蓝Note 2
55826,5922962845416107007,Huawei,荣耀6
55827,8192149164401522945,Xiaomi,红米1S
55828,7020849857290364955,Meizu,MX3
55829,950540645651248345,Huawei,荣耀3X畅玩版
55830,63033351621382155,Xiaomi,红米1S
55831,904606072567016619,Huawei,荣耀畅玩4X
55832,3686788430051965120,Xiaomi,红米2
55833,-4701027398406018407,Huawei,荣耀X2
55834,5574129455697491268,Samsung,Galaxy Grand DUOS
55835,-5177187372006622806,OPPO,R7 Plus
55836,-6630698488239481783,Xiaomi,小米note
55837,5023323619912964248,Samsung,Galaxy S4
55838,-6692578027269839855,vivo,Xperia Z
55839,2196818490702265723,Huawei,荣耀4A
55840,-7079764439687731677,Letv,超级手机1
55841,-664928663058800739,Xiaomi,MI 3
55842,5563522700802592425,Coolpad,大神F2
55843,569440790506345767,Xiaomi,红米2A
55844,5505958431422404491,Samsung,Galaxy A7
55845,-965832149604130736,Xiaomi,红米note增强版
55846,9087104907316415504,Xiaomi,红米note
55847,-2352427046858084425,Huawei,Mate 7
55848,6219155041113124406,Xiaomi,小米4C
55849,-3712983688250006399,Huawei,G730-L075
55850,-8209285251940121320,vivo,Xplay
55851,-3217274850084354680,Huawei,G628
55852,-8588321404722684329,Nubian,Z9 Max
55853,6443932011150731384,OPPO,R7
55854,-1257561040074226481,Huawei,荣耀畅玩4C
55855,-5481282023008540551,Xiaomi,MI 2S
55856,5371847614880385070,Meizu,魅蓝Note 2
55857,2311518596062063864,OPPO,R7 Plus
55858,4142114991212826637,Xiaomi,F103
55859,6779609022725382004,Xiaomi,红米Note2
55860,-4345383793000780375,Meizu,魅蓝Note 2
55861,-8121064061972939162,Samsung,Galaxy S5
55862,-1652709432972437797,Meizu,MX4 Pro
55863,5015885514388144045,Xiaomi,MI 3
55864,-2727602663548385068,Samsung,乐檬K3
55865,-7802493868767766564,Meizu,MX3
55866,6683674078792285051,Samsung,Galaxy Grand 2
55867,6139255377834764222,Xiaomi,小米note
55868,-6763037444124462763,HTC,T328w
55869,5045884076703511254,Huawei,麦芒4
55870,-6116923511328495137,Xiaomi,红米2A
55871,2647803781499451551,Xiaomi,红米
55872,3201924402163842018,Samsung,Galaxy Note 3
55873,-887233401971661551,Huawei,Ascend G6
55874,8316288324710764271,vivo,Xplay
55875,-6602648234458709939,Xiaomi,E6T
55876,8484337641045107393,Xiaomi,MI 3
55877,-2651747853753349415,Xiaomi,MI 4
55878,-607137593148156933,Xiaomi,MI 4
55879,2688921825535743144,HTC,Desire 816
55880,-8879105742965446465,Xiaomi,红米note
55881,-8199784633341807407,Samsung,Galaxy Grand DUOS
55882,-2458232294222567044,Coolpad,F2
55883,-5662001849237910579,Nubian,My 布拉格
55884,-2858862265214903721,OPPO,R7 Plus
55885,-3332514507722059569,Meizu,魅蓝NOTE
55886,8709663271833775121,Xiaomi,小米4C
55887,-321292267541402102,Xiaomi,红米
55888,-5310847892027456828,Samsung,W2013
55889,-3699580530341630333,Huawei,荣耀3C
55890,-125258551693040103,Xiaomi,小米note
55891,8096420021788624475,vivo,Y627
55892,8352592309255706786,Samsung,S720
55893,-4334546177846303454,Xiaomi,MI 1S
55894,-6852673419957132386,Xiaomi,MI 4
55895,-1184791287375312215,Xiaomi,MI 4
55896,5569866680619424918,Xiaomi,MI 2C
55897,8247665291964625323,Huawei,荣耀3C
55898,-3814956763625961329,Samsung,VIBE X2
55899,2115961289860376100,vivo,Y27
55900,8620493160637947481,Xiaomi,红米
55901,-6299656476738339565,TCL,P301M
55902,-1417976167028675265,vivo,X3L
55903,-8773145353579250837,Eppel,iPh-800
55904,4759138418702612320,Xiaomi,红米note
55905,-7189381599207435252,Xiaomi,红米Note2
55906,7430743708779668824,Xiaomi,红米2
55907,-1162139060239577786,Samsung,Galaxy Win
55908,-4707653926858695795,Huawei,Y220T
55909,6984372269594428058,Xiaomi,ELIFE S5.5
55910,-1214755206449440447,Motorola,Moto X
55911,-7079499512921519271,Samsung,Galaxy A8
55912,8810357215316778994,Lenovo,U930
55913,3750096294858511612,YOU,Z1
55914,4958145202500322505,Xiaomi,红米note
55915,8414905320824955874,Huawei,荣耀X2
55916,5550879479909723762,China Mobile,A1
55917,-7398590038826034814,Xiaomi,红米Note2
55918,4916270212820228355,Meizu,MX3
55919,-4876550882105757261,Xiaomi,红米Note2
55920,-8047215535252656164,OPPO,R7
55921,-3215531379883936782,Meizu,魅蓝NOTE
55922,-6977452975440606476,Huawei,荣耀畅玩4X
55923,-4359752549882079576,Meizu,魅蓝NOTE
55924,3259178716324167675,Samsung,Galaxy S3 Neo+
55925,8312555717368946823,OPPO,A31
55926,-6235748275032283113,Samsung,Galaxy S4
55927,1105314560464540165,OPPO,R823T
55928,-2518971297846650737,OPPO,R7
55929,-6475114656378373588,Samsung,Galaxy Core Mini
55930,-3072837350664925091,Xiaomi,红米note
55931,4333474212244909105,HTC,Butterfly
55932,-3640663926082818345,OPPO,R1C
55933,7524273646671296005,vivo,X5SL
55934,8257173313016543228,Samsung,Galaxy Note 3
55935,-985376340770442016,Huawei,Y635-TL00
55936,-3925678886511322235,Huawei,Mate 7
55937,-1700346085932197526,Huawei,荣耀7
55938,-8555586000677331421,Huawei,荣耀4A
55939,2377990429850909195,Coolpad,锋尚
55940,4896067879643546593,Huawei,G620-L75
55941,-8315171426905072146,Meizu,MX5
55942,-8387611723195039719,Samsung,I8268
55943,-961273757489382190,Nubian,Z9 Max
55944,4941460265776427258,Xiaomi,MI 4
55945,8629964062672540319,Samsung,A360e
55946,8770958483871864020,Xiaomi,GN100
55947,-8151620947027175323,Huawei,G610S
55948,-8942048192646397908,Huawei,P8 Lite
55949,-2010019061312728589,Huawei,荣耀7i
55950,-7916539914236430992,Huawei,荣耀6 Plus
55951,4737717997133906220,Coolpad,F2
55952,5072983546280306839,Xiaomi,红米Note2
55953,2968301816511221625,Huawei,Mate 7
55954,-3245142460779041821,Samsung,Galaxy S4
55955,1962750805981826211,Xiaomi,红米2
55956,6784249395872737695,Huawei,MT2-C00
55957,6264340263115350496,OPPO,U707T
55958,-1902209721919706649,vivo,Y18L
55959,-2597007597660560488,Huawei,Mate 7
55960,7479628268296529373,OPPO,R7
55961,5194103528932654152,Coolpad,大神F1
55962,-6547982581319830820,Xiaomi,红米
55963,-403186882851963267,Huawei,荣耀7
55964,4632756987212210920,Xiaomi,红米
55965,-4046662457698866157,Huawei,荣耀3X畅玩版
55966,-6573289187567946869,Xiaomi,MI 2
55967,5040937587323927791,Huawei,荣耀畅玩4C
55968,-325414703492665779,Xiaomi,MI 4
55969,-2102556538043622437,TCL,么么哒3N
55970,-9043263980530680018,Xiaomi,S5.1
55971,4866624836421635638,Samsung,Galaxy Note 2
55972,7308259930676061053,Xiaomi,小米4C
55973,4273300963879611652,Samsung,Galaxy S3
55974,1332531553769698261,Meizu,魅蓝Note 2
55975,-216675985561941905,Coolpad,5891Q
55976,-7930254322757217029,Meizu,MX4
55977,1935779025987295616,Samsung,Galaxy A7
55978,3542377197933659488,vivo,Y22
55979,-2836649070561002494,Meizu,魅蓝Note 2
55980,7030152134207273064,Xiaomi,MI 4
55981,-9180113949356146338,vivo,Y15
55982,-1507799765668170836,Xiaomi,MI 3
55983,-7086678553010477223,vivo,Y33
55984,5453686748182522264,Huawei,Mate 7
55985,-1382791693293526672,Xiaomi,红米note
55986,-4481464424185116602,Huawei,荣耀畅玩4
55987,9192128233312178166,OPPO,R7
55988,-3446003702375150328,Meizu,MX4
55989,-1638935538588996856,Xiaomi,MI 4
55990,97204842775496532,Qiku,青春版
55991,-6227305678686900382,Xiaomi,V182
55992,-6347266175179192045,Xiaomi,MI 4
55993,-1140865933128576778,Xiaomi,MI 2S
55994,2137622735877771718,HTC,One
55995,3286288405518117671,Xiaomi,小米4C
55996,-3623859933259452417,Meizu,MX3
55997,2245397347144234052,OPPO,Find 7
55998,-2317356550172803157,Xiaomi,红米note
55999,859362613304241447,Meizu,魅蓝Note 2
56000,5212097205390473292,Xiaomi,MI 3
56001,499922294705126113,Samsung,Galaxy Grand Prime
56002,8802938229737006119,vivo,Y23L
56003,-4667326432566031820,Samsung,P700
56004,4009068334528037900,Xiaomi,小米4C
56005,-7243629863851316279,Meizu,魅蓝Note 2
56006,-8815933542111495170,OPPO,R8205
56007,-2366408909213987470,waveguide,L9
56008,-6221419714520870064,Coolpad,春雷HD
56009,8142408604218697425,Meizu,MX5
56010,6072738472363872189,Xiaomi,红米note
56011,5223245297231823140,Huawei,荣耀7i
56012,-3969208337482660044,Xiaomi,红米note
56013,-1985877353317312613,Xiaomi,小米4C
56014,-6819228569434337059,Xiaomi,红米Note2
56015,-3293297908161900748,Xiaomi,MI 4
56016,-2452441514330074437,vivo,Xperia T2 Ultra
56017,2303631593465992646,OPPO,R821T
56018,-9099020198116946276,Xiaomi,小米note
56019,5785140685795326223,OPPO,Find 5
56020,-6724805864571151476,Samsung,Galaxy S3
56021,-7257978122447995786,Xiaomi,红米Note2
56022,-1202573796203958740,Xiaomi,红米
56023,-771976141532090731,Samsung,A890e
56024,6392624538263561832,OPPO,R7
56025,-3800438200882965758,Xiaomi,红米note
56026,2680047653094421417,Huawei,荣耀畅玩4X
56027,9171380132964817805,Huawei,Ascend P8
56028,7477216237379271436,Huawei,荣耀6 plus
56029,6679344292388198404,Samsung,A368t
56030,-8924433814542842237,Huawei,Ascend P8
56031,-3517826256592702668,vivo,X5V
56032,-4469760125838724227,Samsung,Galaxy A5
56033,6651756851018910502,Xiaomi,MI 2S
56034,871975477333546311,vivo,Y28L
56035,3155307263384412911,OPPO,R1C
56036,5985788643113753760,Huawei,Ascend G7
56037,423450880876570342,vivo,Y613F
56038,6836562318114818807,Huawei,Mate 7
56039,-6636808856608838323,Quality rice,R1
56040,1283380580235182010,vivo,X5M
56041,-2405694181380229802,OPPO,R3
56042,-1307682720622600739,OPPO,R7
56043,-5561200132505185674,vivo,Y20T
56044,6568003824034016019,OPPO,Find 7
56045,430167787371876415,Xiaomi,MI 2S
56046,-490172160376176437,vivo,X710L
56047,2523278634476626559,Lenovo,AxonMini
56048,3719136972472956374,OPPO,R2017
56049,770600431727583744,Samsung,Galaxy S4
56050,-8163467676123121013,Huawei,荣耀7
56051,-3808380562344646906,Huawei,P8max
56052,3571042981314040049,OPPO,R7s
56053,-9001047611014513171,OPPO,R819T
56054,-2048744835528380560,Xiaomi,红米note
56055,2858381394426957662,Meizu,MX5
56056,-936839570929319409,Huawei,Ascend P8
56057,-8362578193547175381,Meizu,MX4 Pro
56058,-277273351526663575,Samsung,Galaxy Grand DUOS
56059,-6405417309822025554,Samsung,Galaxy Note 3
56060,-2878482702359587941,Xiaomi,红米note
56061,-6425292123936534132,Meizu,MX5
56062,-842012545887826968,OPPO,R2017
56063,4636476760045036838,Xiaomi,小米4C
